Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02   River: 1   Reach: 1 - Error Loading Profile Table. Too many rows for this table, reduce the number of reaches or profiles requested.
 1                444330.*         20JUL2011 0000    17526.79 
 1                444330.*         20JUL2011 1200    17265.82 
 1                444330.*         21JUL2011 0000    16973.36 
 1                444330.*         21JUL2011 1200    16773.32 
 1                444330.*         22JUL2011 0000    16623.46 
 1                444330.*         22JUL2011 1200    16389.56 
 1                444330.*         23JUL2011 0000    16108.32 
 1                444330.*         23JUL2011 1200    15801.89 
 1                444330.*         24JUL2011 0000    15483.39 
 1                444330.*         24JUL2011 1200    15132.27 
 1                444330.*         25JUL2011 0000    14762.29 
 1                444330.*         25JUL2011 1200    14491.51 
 1                444330.*         26JUL2011 0000    14277.12 
 1                444330.*         26JUL2011 1200    14137.02 
 1                444330.*         27JUL2011 0000    14039.32 
 1                444330.*         27JUL2011 1200    13892.33 
 1                444330.*         28JUL2011 0000    13715.33 
 1                444330.*         28JUL2011 1200    13737.18 
 1                444330.*         29JUL2011 0000    13881.96 
 1                444330.*         29JUL2011 1200    13747.67 
 1                444330.*         30JUL2011 0000    13438.34 
 1                444330.*         30JUL2011 1200    13152.01 
 1                444330.*         31JUL2011 0000    12885.82 
 1                444330.*         31JUL2011 1200    12652.49 
 1                444330.*         01AUG2011 0000    12438.24 
 1                444330.*         01AUG2011 1200    12280.20 
 1                444330.*         02AUG2011 0000    12156.77 
 1                444330.*         02AUG2011 1200    12029.26 
 1                444330.*         03AUG2011 0000    11897.68 
 1                444330.*         03AUG2011 1200    11811.70 
 1                444330.*         04AUG2011 0000    11755.60 
 1                444330.*         04AUG2011 1200    11733.21 
 1                444330.*         05AUG2011 0000    11732.29 
 1                444330.*         05AUG2011 1200    11879.97 
 1                444330.*         06AUG2011 0000    12127.71 
 1                444330.*         06AUG2011 1200    12224.78 
 1                444330.*         07AUG2011 0000    12215.41 
 1                444330.*         07AUG2011 1200    12177.70 
 1                444330.*         08AUG2011 0000    12126.56 
 1                444330.*         08AUG2011 1200    12075.93 
 1                444330.*         09AUG2011 0000    12026.45 
 1                444330.*         09AUG2011 1200    11995.59 
 1                444330.*         10AUG2011 0000    11977.06 
 1                444330.*         10AUG2011 1200    11967.94 
 1                444330.*         11AUG2011 0000    11964.04 
 1                444330.*         11AUG2011 1200    11961.25 
 1                444330.*         12AUG2011 0000    11959.27 
 1                444330.*         12AUG2011 1200    11964.59 
 1                444330.*         13AUG2011 0000    11974.74 
 1                444330.*         13AUG2011 1200    11992.72 
 1                444330.*         14AUG2011 0000    12015.76 
 1                444330.*         14AUG2011 1200    12027.54 
 1                444330.*         15AUG2011 0000    12031.47 
 1                444330.*         15AUG2011 1200    12033.61 
 1                444330.*         16AUG2011 0000    12034.81 
 1                444330.*         16AUG2011 1200    12035.29 
 1                444330.*         17AUG2011 0000    12035.47 
 1                444330.*         17AUG2011 1200    11977.77 
 1                444330.*         18AUG2011 0000    11881.09 
 1                444330.*         18AUG2011 1200    11799.75 
 1                444330.*         19AUG2011 0000    11730.13 
 1                444330.*         19AUG2011 1200    11661.34 
 1                444330.*         20AUG2011 0000    11592.58 
 1                444330.*         20AUG2011 1200    11498.40 
 1                444330.*         21AUG2011 0000    11386.92 
 1                444330.*         21AUG2011 1200    11289.66 
 1                444330.*         22AUG2011 0000    11202.70 
 1                444330.*         22AUG2011 1200    10978.17 
 1                444330.*         23AUG2011 0000    10659.58 
 1                444330.*         23AUG2011 1200    10454.82 
 1                444330.*         24AUG2011 0000    10331.95 
 1                444330.*         24AUG2011 1200    10251.11 
 1                444330.*         25AUG2011 0000    10194.80 
 1                444330.*         25AUG2011 1200    10140.68 
 1                444330.*         26AUG2011 0000    10086.90 
 1                444330.*         26AUG2011 1200    10047.43 
 1                444330.*         27AUG2011 0000    10018.99 
 1                444330.*         27AUG2011 1200     9970.94 
 1                444330.*         28AUG2011 0000     9907.77 
 1                444330.*         28AUG2011 1200     9847.12 
 1                444330.*         29AUG2011 0000     9789.45 
 1                444330.*         29AUG2011 1200     9720.34 
 1                444330.*         30AUG2011 0000     9642.88 
 1                444330.*         30AUG2011 1200     9569.52 
 1                444330.*         31AUG2011 0000     9499.55 
 1                444330.*         31AUG2011 1200     9435.99 
 1                444330.*         01SEP2011 0000     9375.75 
 1                444330.*         01SEP2011 1200     9326.11 
 1                444330.*         02SEP2011 0000     9285.26 
 1                444330.*         02SEP2011 1200     9271.67 
 1                444330.*         03SEP2011 0000     9277.41 
 1                444330.*         03SEP2011 1200     9299.82 
 1                444330.*         04SEP2011 0000     9335.16 
 1                444330.*         04SEP2011 1200     9406.91 
 1                444330.*         05SEP2011 0000     9505.53 
 1                444330.*         05SEP2011 1200     9601.47 
 1                444330.*         06SEP2011 0000     9694.37 
 1                444330.*         06SEP2011 1200     9682.55 
 1                444330.*         07SEP2011 0000     9590.59 
 1                444330.*         07SEP2011 1200     9506.33 
 1                444330.*         08SEP2011 0000     9433.21 
 1                444330.*         08SEP2011 1200     9335.40 
 1                444330.*         09SEP2011 0000     9218.44 
 1                444330.*         09SEP2011 1200     9083.78 
 1                444330.*         10SEP2011 0000     8936.36 
 1                444330.*         10SEP2011 1200     8818.50 
 1                444330.*         11SEP2011 0000     8723.86 
 1                444330.*         11SEP2011 1200     8646.21 
 1                444330.*         12SEP2011 0000     8580.21 
 1                444330.*         12SEP2011 1200     8530.40 
 1                444330.*         13SEP2011 0000     8490.89 
 1                444330.*         13SEP2011 1200     8476.19 
 1                444330.*         14SEP2011 0000     8480.91 
 1                444330.*         14SEP2011 1200     8515.40 
 1                444330.*         15SEP2011 0000     8571.84 
 1                444330.*         15SEP2011 1200     8618.48 
 1                444330.*         16SEP2011 0000     8655.67 
 1                444330.*         16SEP2011 1200     8697.53 
 1                444330.*         17SEP2011 0000     8744.32 
 1                444330.*         17SEP2011 1200     8787.48 
 1                444330.*         18SEP2011 0000     8827.25 
 1                444330.*         18SEP2011 1200     8849.01 
 1                444330.*         19SEP2011 0000     8857.46 
 1                444330.*         19SEP2011 1200     8857.54 
 1                444330.*         20SEP2011 0000     8851.46 
 1                444330.*         20SEP2011 1200     8813.46 
 1                444330.*         21SEP2011 0000     8751.50 
 1                444330.*         21SEP2011 1200     8689.11 
 1                444330.*         22SEP2011 0000     8627.33 
 1                444330.*         22SEP2011 1200     8563.15 
 1                444330.*         23SEP2011 0000     8497.87 
 1                444330.*         23SEP2011 1200     8404.04 
 1                444330.*         24SEP2011 0000     8287.48 
 1                444330.*         24SEP2011 1200     8175.69 
 1                444330.*         25SEP2011 0000     8069.38 
 1                444330.*         25SEP2011 1200     7969.12 
 1                444330.*         26SEP2011 0000     7872.97 
 1                444330.*         26SEP2011 1200     7794.40 
 1                444330.*         27SEP2011 0000     7729.59 
 1                444330.*         27SEP2011 1200     7674.48 
 1                444330.*         28SEP2011 0000     7626.15 
 1                444330.*         28SEP2011 1200     7591.85 
 1                444330.*         29SEP2011 0000     7566.87 
 1                444330.*         29SEP2011 1200     7559.04 
 1                444330.*         30SEP2011 0000     7565.76 
 1                444330.*         30SEP2011 1200     7600.03 
 1                444330.*         01OCT2011 0000     7655.88 
 1                444330.*         01OCT2011 1200     7680.41 
 1                444330.*         02OCT2011 0000     7676.88 
 1                444330.*         02OCT2011 1200     7683.88 
 1                444330.*         03OCT2011 0000     7702.96 
 1                444330.*         03OCT2011 1200     7742.21 
 1                444330.*         04OCT2011 0000     7796.98 
 1                444330.*         04OCT2011 1200     7839.80 
 1                444330.*         05OCT2011 0000     7870.89 
 1                444330.*         05OCT2011 1200     7888.12 
 1                444330.*         06OCT2011 0000     7895.39 
 1                444330.*         06OCT2011 1200     7911.43 
 1                444330.*         07OCT2011 0000     7935.70 
 1                444330.*         07OCT2011 1200     7950.85 
 1                444330.*         08OCT2011 0000     7957.54 
 1                444330.*         08OCT2011 1200     7939.75 
 1                444330.*         09OCT2011 0000     7902.32 
 1                444330.*         09OCT2011 1200     7853.35 
 1                444330.*         10OCT2011 0000     7796.58 
 1                444330.*         10OCT2011 1200     7736.44 
 1                444330.*         11OCT2011 0000     7675.53 
 1                444330.*         11OCT2011 1200     7621.31 
 1                444330.*         12OCT2011 0000     7571.02 
 1                444330.*         12OCT2011 1200     7514.56 
 1                444330.*         13OCT2011 0000     7451.83 
 1                444330.*         13OCT2011 1200     7401.90 
 1                444330.*         14OCT2011 0000     7364.02 
 1                444330.*         14OCT2011 1200     7318.88 
 1                444330.*         15OCT2011 0000     7266.54 
 1                444330.*         15OCT2011 1200     7202.01 
 1                444330.*         16OCT2011 0000     7127.28 
 1                444330.*         16OCT2011 1200     7032.41 
 1                444330.*         17OCT2011 0000     6921.51 
 1                444330.*         17OCT2011 1200     6815.81 
 1                444330.*         18OCT2011 0000     6715.50 
 1                444330.*         18OCT2011 1200     6624.74 
 1                444330.*         19OCT2011 0000     6544.39 
 1                444330.*         19OCT2011 1200     6449.59 
 1                444330.*         20OCT2011 0000     6340.02 
 1                444330.*         20OCT2011 1200     6242.76 
 1                444330.*         21OCT2011 0000     6157.17 
 1                444330.*         21OCT2011 1200     6058.39 
 1                444330.*         22OCT2011 0000     5945.53 
 1                444330.*         22OCT2011 1200     5872.63 
 1                444330.*         23OCT2011 0000     5838.14 
 1                444330.*         23OCT2011 1200     5819.55 
 1                444330.*         24OCT2011 0000     5812.27 
 1                444330.*         24OCT2011 1200     5836.99 
 1                444330.*         25OCT2011 0000     5889.21 
 1                444330.*         25OCT2011 1200     5935.81 
 1                444330.*         26OCT2011 0000     5973.31 
 1                444330.*         26OCT2011 1200     6014.65 
 1                444330.*         27OCT2011 0000     6060.33 
 1                444330.*         27OCT2011 1200     6121.53 
 1                444330.*         28OCT2011 0000     6198.19 
 1                444330.*         28OCT2011 1200     6276.08 
 1                444330.*         29OCT2011 0000     6352.50 
 1                444330.*         29OCT2011 1200     6453.96 
 1                444330.*         30OCT2011 0000     6580.99 
 1                444330.*         30OCT2011 1200     6713.17 
 1                444330.*         31OCT2011 0000     6846.35 
 1                444330.*         31OCT2011 1200     6961.51 
 1                444330.*         01NOV2011 0000     7058.39 
 1                444330.*         01NOV2011 1200     7128.12 
 1                444330.*         02NOV2011 0000     7175.94 
 1                444330.*         02NOV2011 1200     7217.05 
 1                444330.*         03NOV2011 0000     7254.85 
 1                444330.*         03NOV2011 1200     7280.13 
 1                444330.*         04NOV2011 0000     7295.43 
 1                444330.*         04NOV2011 1200     7298.04 
 1                444330.*         05NOV2011 0000     7289.19 
 1                444330.*         05NOV2011 1200     7280.17 
 1                444330.*         06NOV2011 0000     7272.00 
 1                444330.*         06NOV2011 1200     7283.43 
 1                444330.*         07NOV2011 0000     7313.18 
 1                444330.*         07NOV2011 1200     7338.83 
 1                444330.*         08NOV2011 0000     7357.71 
 1                444330.*         08NOV2011 1200     7390.22 
 1                444330.*         09NOV2011 0000     7435.73 
 1                444330.*         09NOV2011 1200     7474.60 
 1                444330.*         10NOV2011 0000     7506.16 
 1                444330.*         10NOV2011 1200     7530.81 
 1                444330.*         11NOV2011 0000     7550.46 
 1                444330.*         11NOV2011 1200     7596.11 
 1                444330.*         12NOV2011 0000     7664.47 
 1                444330.*         12NOV2011 1200     7728.25 
 1                444330.*         13NOV2011 0000     7784.89 
 1                444330.*         13NOV2011 1200     7778.89 
 1                444330.*         14NOV2011 0000     7720.25 
 1                444330.*         14NOV2011 1200     7629.95 
 1                444330.*         15NOV2011 0000     7518.76 
 1                444330.*         15NOV2011 1200     7411.14 
 1                444330.*         16NOV2011 0000     7308.38 
 1                444330.*         16NOV2011 1200     7232.21 
 1                444330.*         17NOV2011 0000     7178.03 
 1                444330.*         17NOV2011 1200     7108.14 
 1                444330.*         18NOV2011 0000     7022.29 
 1                444330.*         18NOV2011 1200     6980.43 
 1                444330.*         19NOV2011 0000     6978.09 
 1                444330.*         19NOV2011 1200     7003.06 
 1                444330.*         20NOV2011 0000     7047.19 
 1                444330.*         20NOV2011 1200     7124.53 
 1                444330.*         21NOV2011 0000     7230.30 
 1                444330.*         21NOV2011 1200     7363.99 
 1                444330.*         22NOV2011 0000     7518.18 
 1                444330.*         22NOV2011 1200     7685.03 
 1                444330.*         23NOV2011 0000     7861.99 
 1                444330.*         23NOV2011 1200     8083.46 
 1                444330.*         24NOV2011 0000     8342.02 
 1                444330.*         24NOV2011 1200     8689.34 
 1                444330.*         25NOV2011 0000     9111.70 
 1                444330.*         25NOV2011 1200     9554.45 
 1                444330.*         26NOV2011 0000    10006.55 
 1                444330.*         26NOV2011 1200    10465.37 
 1                444330.*         27NOV2011 0000    10930.49 
 1                444330.*         27NOV2011 1200    11389.96 
 1                444330.*         28NOV2011 0000    11844.46 
 1                444330.*         28NOV2011 1200    12453.06 
 1                444330.*         29NOV2011 0000    13181.71 
 1                444330.*         29NOV2011 1200    13704.27 
 1                444330.*         30NOV2011 0000    14067.04 
 1                444330.*         30NOV2011 1200    14411.85 
 1                444330.*         01DEC2011 0000    14753.29 
 1                444330.*         01DEC2011 1200    15015.50 
 1                444330.*         02DEC2011 0000    15224.59 
 1                444330.*         02DEC2011 1200    15404.39 
 1                444330.*         03DEC2011 0000    15566.71 
 1                444330.*         03DEC2011 1200    15748.29 
 1                444330.*         04DEC2011 0000    15941.55 
 1                444330.*         04DEC2011 1200    16141.82 
 1                444330.*         05DEC2011 0000    16345.52 
 1                444330.*         05DEC2011 1200    16675.04 
 1                444330.*         06DEC2011 0000    17080.98 
 1                444330.*         06DEC2011 1200    17450.49 
 1                444330.*         07DEC2011 0000    17795.82 
 1                444330.*         07DEC2011 1200    18137.98 
 1                444330.*         08DEC2011 0000    18479.40 
 1                444330.*         08DEC2011 1200    18871.26 
 1                444330.*         09DEC2011 0000    19292.33 
 1                444330.*         09DEC2011 1200    19655.12 
 1                444330.*         10DEC2011 0000    19984.46 
 1                444330.*         10DEC2011 1200    20343.64 
 1                444330.*         11DEC2011 0000    20720.33 
 1                444330.*         11DEC2011 1200    21055.83 
 1                444330.*         12DEC2011 0000    21368.78 
 1                444330.*         12DEC2011 1200    21676.86 
 1                444330.*         13DEC2011 0000    21982.69 
 1                444330.*         13DEC2011 1200    22203.72 
 1                444330.*         14DEC2011 0000    22379.83 
 1                444330.*         14DEC2011 1200    22490.74 
 1                444330.*         15DEC2011 0000    22568.49 
 1                444330.*         15DEC2011 1200    22720.76 
 1                444330.*         16DEC2011 0000    22909.71 
 1                444330.*         16DEC2011 1200    23050.57 
 1                444330.*         17DEC2011 0000    23166.73 
 1                444330.*         17DEC2011 1200    23293.17 
 1                444330.*         18DEC2011 0000    23424.22 
 1                444330.*         18DEC2011 1200    23516.07 
 1                444330.*         19DEC2011 0000    23588.34 
 1                444330.*         19DEC2011 1200    23679.04 
 1                444330.*         20DEC2011 0000    23778.42 
 1                444330.*         20DEC2011 1200    23886.34 
 1                444330.*         21DEC2011 0000    23998.11 
 1                444330.*         21DEC2011 1200    24079.39 
 1                444330.*         22DEC2011 0000    24145.95 
 1                444330.*         22DEC2011 1200    24209.29 
 1                444330.*         23DEC2011 0000    24271.20 
 1                444330.*         23DEC2011 1200    24379.24 
 1                444330.*         24DEC2011 0000    24508.75 
 1                444330.*         24DEC2011 1200    24619.03 
 1                444330.*         25DEC2011 0000    24720.08 
 1                444330.*         25DEC2011 1200    24819.97 
 1                444330.*         26DEC2011 0000    24919.62 
 1                444330.*         26DEC2011 1200    25074.21 
 1                444330.*         27DEC2011 0000    25255.18 
 1                444330.*         27DEC2011 1200    25284.50 
 1                444330.*         28DEC2011 0000    25241.28 
 1                444330.*         28DEC2011 1200    25111.56 
 1                444330.*         29DEC2011 0000    24941.15 
 1                444330.*         29DEC2011 1200    24766.22 
 1                444330.*         30DEC2011 0000    24587.56 
 1                444330.*         30DEC2011 1200    24428.34 
 1                444330.*         31DEC2011 0000    24277.19 
 1                444330.*         31DEC2011 1200    24095.00 
 1                444330.*         01JAN2012 0000    23897.50 
                                                              
 1                443330.*         01JAN2011 0000     7900.40 
 1                443330.*         01JAN2011 1200     7954.64 
 1                443330.*         02JAN2011 0000     8056.04 
 1                443330.*         02JAN2011 1200     8069.11 
 1                443330.*         03JAN2011 0000     8000.83 
 1                443330.*         03JAN2011 1200     7932.72 
 1                443330.*         04JAN2011 0000     7872.15 
 1                443330.*         04JAN2011 1200     7814.97 
 1                443330.*         05JAN2011 0000     7760.52 
 1                443330.*         05JAN2011 1200     7700.84 
 1                443330.*         06JAN2011 0000     7636.19 
 1                443330.*         06JAN2011 1200     7569.43 
 1                443330.*         07JAN2011 0000     7502.05 
 1                443330.*         07JAN2011 1200     7440.62 
 1                443330.*         08JAN2011 0000     7383.70 
 1                443330.*         08JAN2011 1200     7369.89 
 1                443330.*         09JAN2011 0000     7392.54 
 1                443330.*         09JAN2011 1200     7456.60 
 1                443330.*         10JAN2011 0000     7554.18 
 1                443330.*         10JAN2011 1200     7717.70 
 1                443330.*         11JAN2011 0000     7937.44 
 1                443330.*         11JAN2011 1200     8205.48 
 1                443330.*         12JAN2011 0000     8510.52 
 1                443330.*         12JAN2011 1200     8803.58 
 1                443330.*         13JAN2011 0000     9081.25 
 1                443330.*         13JAN2011 1200     9435.71 
 1                443330.*         14JAN2011 0000     9858.37 
 1                443330.*         14JAN2011 1200    10166.32 
 1                443330.*         15JAN2011 0000    10370.61 
 1                443330.*         15JAN2011 1200    10490.30 
 1                443330.*         16JAN2011 0000    10551.24 
 1                443330.*         16JAN2011 1200    10568.80 
 1                443330.*         17JAN2011 0000    10557.24 
 1                443330.*         17JAN2011 1200    10444.93 
 1                443330.*         18JAN2011 0000    10257.45 
 1                443330.*         18JAN2011 1200    10118.04 
 1                443330.*         19JAN2011 0000    10019.66 
 1                443330.*         19JAN2011 1200     9880.40 
 1                443330.*         20JAN2011 0000     9706.57 
 1                443330.*         20JAN2011 1200     9504.07 
 1                443330.*         21JAN2011 0000     9282.36 
 1                443330.*         21JAN2011 1200     9053.78 
 1                443330.*         22JAN2011 0000     8820.46 
 1                443330.*         22JAN2011 1200     8600.45 
 1                443330.*         23JAN2011 0000     8391.48 
 1                443330.*         23JAN2011 1200     8225.78 
 1                443330.*         24JAN2011 0000     8091.40 
 1                443330.*         24JAN2011 1200     7964.10 
 1                443330.*         25JAN2011 0000     7840.39 
 1                443330.*         25JAN2011 1200     7769.54 
 1                443330.*         26JAN2011 0000     7741.81 
 1                443330.*         26JAN2011 1200     7739.52 
 1                443330.*         27JAN2011 0000     7754.02 
 1                443330.*         27JAN2011 1200     7770.34 
 1                443330.*         28JAN2011 0000     7786.21 
 1                443330.*         28JAN2011 1200     7765.16 
 1                443330.*         29JAN2011 0000     7713.16 
 1                443330.*         29JAN2011 1200     7664.03 
 1                443330.*         30JAN2011 0000     7620.43 
 1                443330.*         30JAN2011 1200     7582.55 
 1                443330.*         31JAN2011 0000     7549.11 
 1                443330.*         31JAN2011 1200     7505.96 
 1                443330.*         01FEB2011 0000     7454.00 
 1                443330.*         01FEB2011 1200     7426.19 
 1                443330.*         02FEB2011 0000     7420.78 
 1                443330.*         02FEB2011 1200     7433.06 
 1                443330.*         03FEB2011 0000     7458.25 
 1                443330.*         03FEB2011 1200     7482.95 
 1                443330.*         04FEB2011 0000     7505.35 
 1                443330.*         04FEB2011 1200     7543.14 
 1                443330.*         05FEB2011 0000     7596.10 
 1                443330.*         05FEB2011 1200     7677.13 
 1                443330.*         06FEB2011 0000     7780.55 
 1                443330.*         06FEB2011 1200     7880.39 
 1                443330.*         07FEB2011 0000     7974.14 
 1                443330.*         07FEB2011 1200     8029.05 
 1                443330.*         08FEB2011 0000     8052.17 
 1                443330.*         08FEB2011 1200     8074.18 
 1                443330.*         09FEB2011 0000     8097.19 
 1                443330.*         09FEB2011 1200     8134.17 
 1                443330.*         10FEB2011 0000     8182.99 
 1                443330.*         10FEB2011 1200     8266.66 
 1                443330.*         11FEB2011 0000     8380.32 
 1                443330.*         11FEB2011 1200     8636.88 
 1                443330.*         12FEB2011 0000     9012.43 
 1                443330.*         12FEB2011 1200     9315.09 
 1                443330.*         13FEB2011 0000     9542.09 
 1                443330.*         13FEB2011 1200     9753.21 
 1                443330.*         14FEB2011 0000     9958.92 
 1                443330.*         14FEB2011 1200    10097.25 
 1                443330.*         15FEB2011 0000    10182.98 
 1                443330.*         15FEB2011 1200    10224.36 
 1                443330.*         16FEB2011 0000    10235.35 
 1                443330.*         16FEB2011 1200    10199.56 
 1                443330.*         17FEB2011 0000    10129.46 
 1                443330.*         17FEB2011 1200     9964.33 
 1                443330.*         18FEB2011 0000     9729.33 
 1                443330.*         18FEB2011 1200     9567.20 
 1                443330.*         19FEB2011 0000     9464.77 
 1                443330.*         19FEB2011 1200     9345.42 
 1                443330.*         20FEB2011 0000     9207.66 
 1                443330.*         20FEB2011 1200     9081.58 
 1                443330.*         21FEB2011 0000     8965.89 
 1                443330.*         21FEB2011 1200     8834.95 
 1                443330.*         22FEB2011 0000     8691.89 
 1                443330.*         22FEB2011 1200     8523.63 
 1                443330.*         23FEB2011 0000     8336.44 
 1                443330.*         23FEB2011 1200     8166.34 
 1                443330.*         24FEB2011 0000     8010.43 
 1                443330.*         24FEB2011 1200     7917.97 
 1                443330.*         25FEB2011 0000     7875.19 
 1                443330.*         25FEB2011 1200     7995.90 
 1                443330.*         26FEB2011 0000     8247.89 
 1                443330.*         26FEB2011 1200     8576.11 
 1                443330.*         27FEB2011 0000     8955.94 
 1                443330.*         27FEB2011 1200     9426.00 
 1                443330.*         28FEB2011 0000     9969.61 
 1                443330.*         28FEB2011 1200    10622.45 
 1                443330.*         01MAR2011 0000    11363.96 
 1                443330.*         01MAR2011 1200    12048.01 
 1                443330.*         02MAR2011 0000    12674.91 
 1                443330.*         02MAR2011 1200    13284.49 
 1                443330.*         03MAR2011 0000    13886.43 
 1                443330.*         03MAR2011 1200    14551.26 
 1                443330.*         04MAR2011 0000    15264.09 
 1                443330.*         04MAR2011 1200    15859.93 
 1                443330.*         05MAR2011 0000    16371.15 
 1                443330.*         05MAR2011 1200    17078.10 
 1                443330.*         06MAR2011 0000    17920.03 
 1                443330.*         06MAR2011 1200    18496.73 
 1                443330.*         07MAR2011 0000    18899.63 
 1                443330.*         07MAR2011 1200    19212.52 
 1                443330.*         08MAR2011 0000    19476.67 
 1                443330.*         08MAR2011 1200    19924.43 
 1                443330.*         09MAR2011 0000    20478.81 
 1                443330.*         09MAR2011 1200    21136.17 
 1                443330.*         10MAR2011 0000    21849.62 
 1                443330.*         10MAR2011 1200    22349.66 
 1                443330.*         11MAR2011 0000    22730.63 
 1                443330.*         11MAR2011 1200    23001.88 
 1                443330.*         12MAR2011 0000    23216.97 
 1                443330.*         12MAR2011 1200    23399.49 
 1                443330.*         13MAR2011 0000    23563.82 
 1                443330.*         13MAR2011 1200    23757.32 
 1                443330.*         14MAR2011 0000    23964.03 
 1                443330.*         14MAR2011 1200    24016.67 
 1                443330.*         15MAR2011 0000    23990.94 
 1                443330.*         15MAR2011 1200    24085.09 
 1                443330.*         16MAR2011 0000    24237.89 
 1                443330.*         16MAR2011 1200    24415.63 
 1                443330.*         17MAR2011 0000    24604.35 
 1                443330.*         17MAR2011 1200    24640.97 
 1                443330.*         18MAR2011 0000    24602.75 
 1                443330.*         18MAR2011 1200    24710.77 
 1                443330.*         19MAR2011 0000    24890.46 
 1                443330.*         19MAR2011 1200    25052.94 
 1                443330.*         20MAR2011 0000    25206.31 
 1                443330.*         20MAR2011 1200    25382.89 
 1                443330.*         21MAR2011 0000    25571.24 
 1                443330.*         21MAR2011 1200    25621.72 
 1                443330.*         22MAR2011 0000    25606.11 
 1                443330.*         22MAR2011 1200    25693.63 
 1                443330.*         23MAR2011 0000    25830.24 
 1                443330.*         23MAR2011 1200    25967.64 
 1                443330.*         24MAR2011 0000    26105.16 
 1                443330.*         24MAR2011 1200    26251.90 
 1                443330.*         25MAR2011 0000    26403.01 
 1                443330.*         25MAR2011 1200    26555.29 
 1                443330.*         26MAR2011 0000    26708.37 
 1                443330.*         26MAR2011 1200    26822.55 
 1                443330.*         27MAR2011 0000    26918.56 
 1                443330.*         27MAR2011 1200    27058.10 
 1                443330.*         28MAR2011 0000    27218.03 
 1                443330.*         28MAR2011 1200    27191.56 
 1                443330.*         29MAR2011 0000    27077.75 
 1                443330.*         29MAR2011 1200    27126.88 
 1                443330.*         30MAR2011 0000    27252.63 
 1                443330.*         30MAR2011 1200    27393.07 
 1                443330.*         31MAR2011 0000    27536.66 
 1                443330.*         31MAR2011 1200    27673.06 
 1                443330.*         01APR2011 0000    27808.96 
 1                443330.*         01APR2011 1200    27891.16 
 1                443330.*         02APR2011 0000    27947.88 
 1                443330.*         02APR2011 1200    28062.93 
 1                443330.*         03APR2011 0000    28205.03 
 1                443330.*         03APR2011 1200    28152.77 
 1                443330.*         04APR2011 0000    28011.35 
 1                443330.*         04APR2011 1200    27770.04 
 1                443330.*         05APR2011 0000    27481.93 
 1                443330.*         05APR2011 1200    27283.14 
 1                443330.*         06APR2011 0000    27123.13 
 1                443330.*         06APR2011 1200    26959.70 
 1                443330.*         07APR2011 0000    26793.35 
 1                443330.*         07APR2011 1200    26610.54 
 1                443330.*         08APR2011 0000    26420.09 
 1                443330.*         08APR2011 1200    26290.89 
 1                443330.*         09APR2011 0000    26189.23 
 1                443330.*         09APR2011 1200    25935.22 
 1                443330.*         10APR2011 0000    25611.10 
 1                443330.*         10APR2011 1200    25248.32 
 1                443330.*         11APR2011 0000    24866.94 
 1                443330.*         11APR2011 1200    24462.49 
 1                443330.*         12APR2011 0000    24046.39 
 1                443330.*         12APR2011 1200    23649.12 
 1                443330.*         13APR2011 0000    23259.04 
 1                443330.*         13APR2011 1200    22899.50 
 1                443330.*         14APR2011 0000    22554.63 
 1                443330.*         14APR2011 1200    22267.45 
 1                443330.*         15APR2011 0000    22007.68 
 1                443330.*         15APR2011 1200    21761.95 
 1                443330.*         16APR2011 0000    21523.69 
 1                443330.*         16APR2011 1200    21334.47 
 1                443330.*         17APR2011 0000    21170.31 
 1                443330.*         17APR2011 1200    21066.16 
 1                443330.*         18APR2011 0000    20992.70 
 1                443330.*         18APR2011 1200    20973.44 
 1                443330.*         19APR2011 0000    20982.78 
 1                443330.*         19APR2011 1200    20978.98 
 1                443330.*         20APR2011 0000    20969.44 
 1                443330.*         20APR2011 1200    21013.96 
 1                443330.*         21APR2011 0000    21087.41 
 1                443330.*         21APR2011 1200    21161.36 
 1                443330.*         22APR2011 0000    21235.72 
 1                443330.*         22APR2011 1200    21349.55 
 1                443330.*         23APR2011 0000    21484.67 
 1                443330.*         23APR2011 1200    21588.40 
 1                443330.*         24APR2011 0000    21676.13 
 1                443330.*         24APR2011 1200    21821.96 
 1                443330.*         25APR2011 0000    21998.14 
 1                443330.*         25APR2011 1200    22249.50 
 1                443330.*         26APR2011 0000    22540.30 
 1                443330.*         26APR2011 1200    22804.60 
 1                443330.*         27APR2011 0000    23055.49 
 1                443330.*         27APR2011 1200    23267.36 
 1                443330.*         28APR2011 0000    23461.01 
 1                443330.*         28APR2011 1200    23720.74 
 1                443330.*         29APR2011 0000    24013.62 
 1                443330.*         29APR2011 1200    24328.93 
 1                443330.*         30APR2011 0000    24655.50 
 1                443330.*         30APR2011 1200    25086.85 
 1                443330.*         01MAY2011 0000    25571.00 
 1                443330.*         01MAY2011 1200    26186.38 
 1                443330.*         02MAY2011 0000    26867.63 
 1                443330.*         02MAY2011 1200    27622.82 
 1                443330.*         03MAY2011 0000    28415.93 
 1                443330.*         03MAY2011 1200    29032.55 
 1                443330.*         04MAY2011 0000    29567.26 
 1                443330.*         04MAY2011 1200    30118.39 
 1                443330.*         05MAY2011 0000    30676.38 
 1                443330.*         05MAY2011 1200    31185.54 
 1                443330.*         06MAY2011 0000    31672.96 
